6.17, -19.25
6.41, -0.60
6.35, 13.58
8.04, 14.28
8.16, 23.74
7.73, 27.24
8.69, 27.68
8.56, 18.84
9.39, 4.04
8.11, 45.45
8.32, 74.43
9.67, 107.79
